sample,tissue,umap1,umap2,kmeans,physiotype,plate,case_id
da3718fb-d874-4469-a3fe-6ba6fa89676b.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6264942,7.441947,1,1,2187,TCGA-95-7947
da52147d-9bd6-449c-b5d9-b168822ddac0.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.9476929,10.080421,0,1,A24H,TCGA-L9-A443
dad295e6-b4f8-4ad1-8439-acc3f903cfb0.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.9402589,3.9683735,1,1,2170,TCGA-53-7813
db3c11b8-53c7-48f8-a16c-b86c1c7534b0.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.50744,9.60535,0,1,2039,TCGA-78-7145
db66be89-fb7c-41c3-9a0b-9beae75b7850.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.043071,8.884928,0,1,2241,TCGA-44-8120
dc3ac0d3-d862-4761-ac12-60bb4d6758c1.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.8224589,8.206871,1,1,1949,TCGA-55-6985
dd012e44-f2ef-4bd4-92ac-7403ec383b6d.rna_seq.augmented_star_gene_counts.tsv,Normal,6.8475733,12.498251,0,2,1758,TCGA-44-2661
dd20e202-a63c-4281-85c7-f16096212a91.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.312249,7.238575,1,2,2066,TCGA-44-7662
dd6e2735-7d83-4bc4-87b3-05a5d7f08caa.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7462373,9.862005,0,1,2403,TCGA-71-8520
de6f3bfe-6e91-4894-a826-67ebf147a6f0.rna_seq.augmented_star_gene_counts.tsv,Normal,6.4597216,12.667357,0,2,1949,TCGA-91-6849
df2ac75d-208d-4cc1-867b-aea3e36117c6.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5920813,6.2223043,1,1,1755,TCGA-44-6145
df3e51ff-63ad-45c2-ba71-676c5eb6b9e0.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.500338,9.020204,0,1,A24X,TCGA-MN-A4N5
e0819bee-5642-4297-b6bb-70e41d54ee8c.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.093337,7.8026237,1,1,A24X,TCGA-MP-A4TC
e0dabde8-1dd8-4aa6-9f23-51dc22fc2cae.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.1169195,6.4824915,1,1,2241,TCGA-99-8033
e0e055b6-6800-40e7-bde5-718823408f0c.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5918503,9.793773,0,2,1107,TCGA-05-4244
e0e9a0df-7052-4d42-b3fd-10ee23ceae62.rna_seq.augmented_star_gene_counts.tsv,Tumor,6.846664,12.623181,0,2,A24X,TCGA-86-A4P8
e121b871-b177-47ef-a4f1-de73cb338519.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2599928,7.6716595,1,1,2170,TCGA-69-7765
e127acf3-0757-4f24-aff7-0fbe7283b9ed.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4104226,6.3404665,1,1,1858,TCGA-49-6743
e1b67311-dee7-4296-ac38-1ad47a80c257.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.7184584,7.0223117,1,2,A39D,TCGA-L9-A8F4
e25887be-64fe-4e7c-983b-4fbdec52c4b7.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.636307,7.5505586,1,1,2187,TCGA-69-7979
e270dd9d-4a6b-40b3-823f-a46dd9493585.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2311673,6.78528,1,1,2039,TCGA-55-7574
e2f47d3a-0e1a-47cb-a53f-697e2a3cb89b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.2662005,9.365753,0,1,1206,TCGA-49-4494
e38af20a-f4f2-40dc-82c0-69782f9192d7.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.163763,4.6289907,1,1,1206,TCGA-73-4677
e3955555-9663-49da-bb98-f6593eb74d7f.rna_seq.augmented_star_gene_counts.tsv,Normal,6.1369567,12.109346,0,3,1949,TCGA-91-6847
e40ae18a-9f57-4069-b99f-260c93b52e9f.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.3803797,5.966907,1,2,2287,TCGA-69-8255
e48cabb8-73cd-4d42-81b0-f9ab7bebecc1.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2731054,5.318496,1,1,2241,TCGA-55-8085
e4fe566f-bf64-408e-a422-fef7b855391f.rna_seq.augmented_star_gene_counts.tsv,Tumor,7.1476645,12.734304,0,1,A24H,TCGA-L4-A4E6
e5ff9d44-3193-4baa-bf04-c86563d3c9a9.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.33977687,7.6851664,1,1,2403,TCGA-55-8619
e62d96e9-3e79-4eef-9e5e-568a48dd737b.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.1483748,8.312011,1,1,1206,TCGA-05-4434
e6992421-f34c-4a68-a218-d53f56d0f562.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.41481584,7.7766795,1,1,1949,TCGA-75-7030
e789fc5c-1218-4f07-ba95-b54d8fb93e7b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.395585,7.7910514,1,1,1858,TCGA-50-5044
e860f314-beb1-4dfd-adb8-e188f13ca1c8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.597904,6.081854,1,1,1206,TCGA-05-4418
e89ecf81-4892-48c8-be13-926f92d5ec97.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.0606856,4.013205,1,2,2039,TCGA-44-5644
e8ea2e59-65dc-49c9-b6f3-b9335185390d.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6426625,4.3022933,1,2,A24H,TCGA-91-A4BC
e9efd91b-8824-456b-b650-1d0287efbbe8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.4550996,9.487698,0,2,1949,TCGA-95-7039
e9f19ff2-29c5-4578-9c23-9d58c192ff59.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.2182302,7.77793,1,2,1107,TCGA-35-4123
eaaacefc-a798-4b6e-8471-0fde96a80bb9.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.55256885,7.5036783,1,2,2170,TCGA-69-7761
ebc79b86-12cb-4a5b-b0e4-4d1017ef22f4.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.83852,3.8898487,1,1,A24H,TCGA-62-A470
ebf8d429-0437-4987-9bca-89e62910f168.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.446885,10.742642,0,2,2039,TCGA-78-7158
ec3a68ca-1006-4f2f-95b5-74d506ceda86.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.90001,4.9810123,1,1,2039,TCGA-78-7148
ec99ae0d-704e-481d-bc90-7b553075a845.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8195996,7.045803,1,3,2066,TCGA-53-7624
ecef82f6-3009-4345-a56d-d028535d78fd.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5003507,3.953071,1,3,A24X,TCGA-53-A4EZ
ed0926c8-6642-4741-9de6-e04014ba0364.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.668099,8.489969,1,2,A24H,TCGA-55-A491
ed30ab10-5d65-4aeb-ba72-ec3e9b768cd3.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.140948,8.133521,1,1,0946,TCGA-64-1677
ed4e21ee-1471-479e-af75-72c91986787a.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6056278,5.0566463,1,1,1628,TCGA-75-5146
eda17fff-892d-440a-af83-b353ea60c478.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3384311,4.1701365,1,1,2403,TCGA-86-8669
ee030015-242a-4dd1-b43c-2c97d5d365d9.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.6567025,8.48014,2,1,A277,TCGA-44-6147
ee14c1ac-fa18-4be1-b836-a1274abafe28.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.844391,9.213182,0,1,1755,TCGA-75-6207
eecb4e6b-6916-4673-815b-9a5366fe3a86.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.7884889,6.2849317,1,1,1858,TCGA-49-4487
ef11ddff-02bb-44e2-ab77-fadde20acd87.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.9735591,9.430264,0,1,2039,TCGA-55-7227
ef19e097-8ae9-4362-b77a-76d8f5399760.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.026979,3.9618292,1,1,A24H,TCGA-62-A46P
ef304a3b-e32b-450e-8c40-4173aa0a0366.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.3159475,9.056524,0,2,1628,TCGA-05-5428
efd3731a-0788-41e9-a985-0c3d400d7db3.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4293358,8.376814,1,1,2241,TCGA-86-8055
f01d4b93-8aeb-4b87-a063-59d7b6057fba.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7398949,9.925516,0,1,2326,TCGA-62-8394
f0395da6-5f12-4a35-8aa6-0b1b47a2acba.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5723057,8.28436,1,1,1107,TCGA-05-4250
f05d253b-7b64-4ecc-8249-55392326a91d.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.6991796,6.215002,1,2,1949,TCGA-55-6975
f07f72e3-8bd8-4a16-91b4-e4444c2745d9.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.931721,4.0990734,1,1,2241,TCGA-55-8203
f1eb1ef7-fe25-4dd8-abed-9d9c298d72fb.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.6477604,7.4652967,1,1,A41B,TCGA-49-AAR4
f21b5258-2e93-4fe0-bd98-9eb1216e824b.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6963239,7.351848,1,1,1107,TCGA-35-4122
f30ea4c5-0110-403e-b171-2ea1e35c1ea0.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.0623958,4.1953907,1,1,1858,TCGA-05-4417
f3b31315-692c-4040-9f89-1a9988ed2fbc.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.7731442,4.98191,1,1,1206,TCGA-05-4389
f3bf4152-5e1d-42d2-920e-9dfbe2e0dbc5.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.8254497,7.901647,1,2,1107,TCGA-44-4112
f3d482bb-14e8-4569-bee4-22d7d2a027ea.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.1382685,11.12894,0,2,2170,TCGA-55-7725
f3df8eaf-1fd2-4e08-ad48-ce5aa1d64e19.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.9499342,3.8210797,1,1,A262,TCGA-95-A4VP
f48a9d85-c3c7-40bc-9215-760ba3b8fa60.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.755815,6.1403284,1,3,1755,TCGA-38-4631
f4a76e18-60fa-4ef2-91ef-e2d7a1d11c8d.rna_seq.augmented_star_gene_counts.tsv,Normal,6.1362925,12.573422,0,2,1758,TCGA-38-4626
f57240f6-a5e4-4a9f-81d7-b59616d865dd.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.5048358,8.252419,1,1,A24X,TCGA-86-A4P7
f602ef77-0db5-47af-b259-e551c77a4281.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8069468,8.910295,0,1,2066,TCGA-44-7661
f6108b9b-e02f-4608-bec3-bcc0112d05b4.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2982726,8.7171135,1,1,A41B,TCGA-49-AARO
f6f15b7f-1af0-4da5-8ca5-a4b488d8f412.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.0463772,8.632711,1,1,2241,TCGA-86-8074
f74d61fe-042f-4cfc-a32b-380389629951.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.877661,7.517977,1,2,A24H,TCGA-55-A493
f77f77e1-073c-4f6a-bc48-1ba165ecc024.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.309496,5.4949875,1,1,2039,TCGA-78-7154
f7beaa9b-98ae-40bd-aadc-e69688499170.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.8237343,8.273341,2,2,A277,TCGA-44-2665
f8a3b631-5140-45d0-8732-cb556d5f83b2.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.7730879,3.9238727,1,1,2170,TCGA-55-7910
f8a748c2-91e5-49a2-9095-229476dc9ce5.rna_seq.augmented_star_gene_counts.tsv,Normal,7.366932,12.9588995,0,2,1949,TCGA-55-6969
f8cc4515-2576-4a72-9cf1-28dfe774eda9.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5774598,7.7975335,1,1,0946,TCGA-55-1595
f99ac82f-4fe6-4a9a-9d49-67c42cf66208.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8518934,4.9781065,1,1,2039,TCGA-78-7160
fa7777c7-e04a-41db-9ade-0c875c62411f.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3257487,7.8893895,1,1,1949,TCGA-55-6979
facd5609-e5f0-4993-bd84-049447d60d32.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4445293,5.544369,1,1,1858,TCGA-44-6778
fb3e2838-b073-40c9-824f-3216f940a2c5.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5845563,8.065067,1,1,A24X,TCGA-L4-A4E5
fb870a60-4b6d-4e83-b366-bdaaca72f205.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0461497,9.995758,0,2,2039,TCGA-78-7143
fbb4d953-39c3-4e94-a99c-a8927421709e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.922672,7.0556912,1,3,1858,TCGA-50-6590
fbd81adc-aa56-4cde-b1f2-e749e2cbf653.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.085174,10.169571,0,2,A39D,TCGA-NJ-A7XG
fc4f0b8e-ced1-4543-a21d-3cbb2d269eb0.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.843046,11.029605,0,2,1755,TCGA-67-4679
fcb42a31-a716-430f-a0a1-001766fc62b5.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.2575207,7.698723,1,3,1755,TCGA-50-5933
fcfff41c-378f-49e8-b416-ccd1b9d8b4b4.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1336746,6.510754,1,1,2403,TCGA-86-8672
fd713184-4bb4-4e1b-a3b8-636273ee6ccc.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.701508,8.529309,2,1,A278,TCGA-44-6147
fdd9f9f1-8b02-4b83-a8f6-f28f968bdf54.rna_seq.augmented_star_gene_counts.tsv,Tumor,6.869826,12.974434,0,2,2170,TCGA-55-7816
fddbde25-7d5c-496f-8f62-985dbda7e0fe.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5758696,4.024618,1,1,A24X,TCGA-97-A4M3
fe3a5a49-7744-4336-a4b6-0e88f23e21d8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.411407,4.793839,1,1,1755,TCGA-50-5932
fe69fb9c-7215-478c-ae5c-44f5d0814b9d.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8406253,7.395454,1,1,A24H,TCGA-J2-A4AD
fe770b01-42c9-48c6-97f8-09f18a374350.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1400685,10.1010475,0,1,A24H,TCGA-44-A47B
fec056a5-e860-4b68-8fa0-39cb7ad78a62.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.0015984,4.6033454,1,1,2326,TCGA-62-8395
fec7a02d-1d67-412d-9d69-df7124864e7a.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.3432343,3.8351226,1,1,2403,TCGA-55-8507
ff298d6f-071c-417a-acbe-a9ff38494f87.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6518734,9.284379,1,1,2039,TCGA-55-7573
ff36264d-8485-46e6-8259-0b55f651ed8f.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5043442,4.6050487,1,1,2403,TCGA-91-8497
